Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
Ultimate Grandstaff sit,Ultimate Grandstaff > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/109961884/ultimate-grandstaff-sit,2.7,3,Boulder,V6,1,14,36.15993,-115.4168
Drop the Transmission*,Tickle Pickle Area > Little Springs Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/112836496/drop-the-transmission,3.1,-1,Boulder,V4,1,12,36.1544,-115.42731
Finish Line,Finish Line Boulder > Below Moderate Mecca > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107683125/finish-line,3.3,-1,Boulder,V5,1,12,36.14187,-115.42125
Spice,The Spice Boulder > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/119534511/spice,4,-1,Boulder,V5,1,20,36.14656,-115.42218
We Need Ice,We Need Ice > (07) Ice Box Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120237781/we-need-ice,4,-1,Boulder,V11,1,12,36.14446,-115.49445
Crocodile Smile,Giant Boulder > Swirly Cliff Boulders > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121918111/crocodile-smile,3.5,-1,Boulder,V6,1,22,36.16533,-115.4144
Supple Leopard,Supple Leopard > (05) White Rock Spring Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116377892/supple-leopard,4,-1,Boulder,V7,1,12,36.17556,-115.48863
My Tan,Bill's Boulder > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/108606758/my-tan,2.7,-1,Boulder,V7,1,15,36.15982,-115.41316
Peruvian Left,Peruvian Flake Boulder > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111389405/peruvian-left,3,-1,Boulder,V3,1,15,36.16039,-115.49716
All Nightmare Long,Group Decision Boulder > (10) Oak Creek Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/118054478/all-nightmare-long,3.6,-1,Boulder,V6,1,25,36.10713,-115.48025
Slice N Dice,The Split Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107974932/slice-n-dice,3.4,-1,Boulder,V9,1,25,36.15993,-115.41713
The Red Dragon,The Red Dragon Boulder > (14) Black Velvet Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111196761/the-red-dragon,2.8,-1,Boulder,V7-,1,,36.03575,-115.46313
Darwin Award,Monkey Bar Boulder > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107513950/darwin-award,3.2,-1,Boulder,V2,1,10,36.16154,-115.41099
The Carapace,The Carapace > (10) Oak Creek Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120270138/the-carapace,3.3,-1,Boulder,V7,1,10,36.10591,-115.48102
Tickle Pickle,Tickle Pickle Area > Little Springs Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/112836445/tickle-pickle,3,-1,Boulder,V4,1,,36.1544,-115.42731
It's On (Left),20 Degree Wall > Main Cluster > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111776128/its-on-left,2.3,3,Boulder,V4-5,1,10,36.14352,-115.42035
Snake Eyes,Snake Eyes > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107406867/snake-eyes,3,-1,Boulder,V6,1,12,36.16019,-115.41289
The Abstraction,The Abstraction > Swirly Cliff Boulders > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120859747/the-abstraction,3.7,-1,Boulder,V8,1,,36.16624,-115.41641
Taurine,Taurine Boulder > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/112483379/taurine,3.4,-1,Boulder,V9,1,,36.14694,-115.4225
Americana Exotica,Americana Exotica > Swirly Cliff Boulders > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111283903/americana-exotica,3.4,-1,Boulder,V10,1,,36.16533,-115.4144
The Subway Roof,Main Cave > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/117249451/the-subway-roof,3.4,3,Boulder,V6,1,,36.32395,-115.6182
Bitch Slap Left,[Redacted] > Above Monkey Bar > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121772768/bitch-slap-left,3.7,-1,Boulder,V8,1,,36.16191,-115.41246
Jack of all Trades,Jack of all Trades Boulder > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107385845/jack-of-all-trades,2.9,-1,Boulder,V5,1,12,36.16749,-115.41867
A Clockwork Orange,The Cube > (02) Cube Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107004798/a-clockwork-orange,3.7,-1,Boulder,V12,1,,36.15974,-115.41913
The Lion's Share,The Slug > (15) Windy Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120158485/the-lions-share,3.6,-1,Boulder,V9,1,15,36.01638,-115.46151
"The Heart, She Holler",Name Plate Boulder > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111849992/the-heart-she-holler,3.4,-1,Boulder,V4+,1,20,36.16005,-115.49499
Cocaine Biceps,Sorange Boulder > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116562024/cocaine-biceps,2.3,-1,Boulder,V5-,1,10,36.16095,-115.42416
The Wave Left,The Wave Boulder > (04) The Pearl Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/113882435/the-wave-left,2.6,-1,Boulder,V4-5,1,10,36.15948,-115.41463
Mantel,Alexisizer > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107383132/mantel,2.4,-1,Boulder,V5,1,,36.16016,-115.41213
Sorange Traverse,Sorange Boulder > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/114126089/sorange-traverse,2.4,-1,Boulder,V3+,1,10,36.16095,-115.42416
Lucky Socks,Lucky Socks Boulder > Ash Canyon > Ash Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116139127/lucky-socks,3.6,-1,Boulder,V4,1,30,36.16256,-115.43501
Bachar Problem,Peruvian Flake Boulder > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/114370905/bachar-problem,3.6,-1,Boulder,V7,1,15,36.16039,-115.49716
Arete V5,Warm-up Boulders Main > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107518517/arete-v5,1.9,-1,Boulder,V5,1,,36.15949,-115.41688
Rail to Seam,Burnout Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/114576719/rail-to-seam,2.6,-1,Boulder,V4,1,,36.15961,-115.41636
Monkey Far,Monkey Bar Boulder > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121826536/monkey-far,3.4,-1,Boulder,V9-10,1,12,36.16154,-115.41099
Brown Round Traverse,Big Brown Boulder (aka Brown Round) > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/110279200/brown-round-traverse,3.4,-1,Boulder,V3,1,,36.16069,-115.49781
Willy Nilly,The Dirty Rail > The Dirty Rail Area > Little Springs Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/112836466/willy-nilly,2.4,-1,Boulder,V3-4,1,,36.15432,-115.42916
Down the Line,Down the Line Boulder > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/123388322/down-the-line,2.9,-1,Boulder,V8,1,,36.16082,-115.49582
Fire Fresh Traverse,Burnout Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107459063/fire-fresh-traverse,2.7,-1,Boulder,V5-6,1,10,36.15961,-115.41636
Best V3 at Kraft,Barndoor Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/106964272/best-v3-at-kraft,2.8,-1,Boulder,V3,1,15,36.16033,-115.41682
The Low Road,Red Spring (aka Turtle Shell) Boulder > Main Cluster > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111776184/the-low-road,2.5,-1,Boulder,V2,1,12,36.1434,-115.42008
Split Decision Sit,The Split Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/115968255/split-decision-sit,2.8,-1,Boulder,V5,1,20,36.15993,-115.41713
Progressive Guy,Angel Dyno > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/113907839/progressive-guy,3.3,-1,Boulder,V10,1,13,36.15968,-115.4161
Stake Your Claim,Stake Your Claim > Swirly Cliff Boulders > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120158561/stake-your-claim,2.8,-1,Boulder,V10,1,10,36.16533,-115.4144
Peter North Pump,Monkey Bar Boulder > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116621137/peter-north-pump,3,-1,Boulder,V9,1,15,36.16154,-115.41099
The Butt Crack,The Butt Crack Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107430258/the-butt-crack,2.4,-1,Boulder,V3,1,10,36.1595,-115.4167
Granite Sands Left,Granite Sands Boulders > (13) Mustang Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120336270/granite-sands-left,3.3,-1,Boulder,V5,1,16,36.05032,-115.46557
Salt is Salty,Salt is Salty > Mystery Canyon > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120134712/salt-is-salty,3.2,-1,Boulder,V10,1,11,36.15896,-115.50491
Jockey Start,Lucky Socks Boulder > Ash Canyon > Ash Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/122076072/jockey-start,3,-1,Boulder,V4,1,20,36.16256,-115.43501
Wobble Left,Wobble > Mystery Canyon > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121608790/wobble-left,3.4,-1,Boulder,V7-8,1,12,36.1592,-115.50365
Picasso,The Dirty Rail > The Dirty Rail Area > Little Springs Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/112836456/picasso,3.3,-1,Boulder,V6,1,,36.15432,-115.42916
Watermark,Watermark > Lost Creek > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116190260/watermark,3.4,-1,Boulder,V5+,1,12,36.15606,-115.49748
Stone Age Traverse,Stone Age Traverse > Ash Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107091109/stone-age-traverse,3.2,-1,Boulder,V5,1,30,36.15627,-115.43083
Timmy's Problem,Alexisizer > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/106802785/timmys-problem,2.3,-1,Boulder,V9,1,25,36.16016,-115.41213
Thot Provoking,Big Mac Crack > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121564836/thot-provoking,2.6,3,Boulder,V4,1,7,36.16092,-115.42372
Big Mac Crack,Big Mac Crack > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/108057752/big-mac-crack,1.9,-1,Boulder,V0,1,10,36.16092,-115.42372
Normal Dream,Normal Dream > (14) Black Velvet Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120298315/normal-dream,3,-1,Boulder,V7-8,1,10,36.03561,-115.45915
Wobble,Wobble > Mystery Canyon > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121604711/wobble,3,-1,Boulder,V5,1,12,36.1592,-115.50365
Snake Eye,Snake Eyes Wall Bouldering > Snake Eyes Corridor Bouldering > Lower Canyon Bouldering > * Keyhole Canyon Bouldering > Keyhole Canyon > Southern Nevada > Nevada,https://www.mountainproject.com/route/118652818/snake-eye,2.8,-1,Boulder,V3-4,1,15,35.71495,-114.92569
Sweet Tooth,Sweet Tooth Boulder > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111432183/sweet-tooth,3.3,-1,Boulder,V1,1,,36.14718,-115.42275
Heart and Sole,Heart and Sole > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120120065/heart-and-sole,2.5,-1,Boulder,V2,1,15,36.16079,-115.42375
Shark Tooth,Heart and Sole > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120120085/shark-tooth,2.9,-1,Boulder,V9,1,15,36.16079,-115.42375
Face Plate,Name Plate Boulder > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111545756/face-plate,2.2,-1,Boulder,V6,1,10,36.16005,-115.49499
LipTraverse,Lip > Chicken Leg Bouldering > Lower Canyon Bouldering > * Keyhole Canyon Bouldering > Keyhole Canyon > Southern Nevada > Nevada,https://www.mountainproject.com/route/107408353/liptraverse,2.8,-1,Boulder,V3,1,15,35.71448,-114.9253
Super Nova,Super Nova Boulder > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/113988656/super-nova,2.6,-1,Boulder,V5,1,10,36.16542,-115.41476
$500 ,$600 Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116113116/500,3.4,-1,Boulder,V8,1,15,36.16003,-115.41704
$600 ,$600 Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111106615/600,3,-1,Boulder,V9,1,,36.16003,-115.41704
Stale Mate,Chess Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120588286/stale-mate,2.7,-1,Boulder,V8,1,14,36.16011,-115.41796
Le Cul de Cheval,Le Cheval > (15) Windy Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120158373/le-cul-de-cheval,3,-1,Boulder,V5-6,1,10,36.0141,-115.4615
We Need Ice Stand,We Need Ice > (07) Ice Box Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120237787/we-need-ice-stand,3,-1,Boulder,V9,1,12,36.14446,-115.49445
Belly Flop,Shady Lady Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/110224461/belly-flop,3,-1,Boulder,V5,1,,36.16001,-115.41766
Square Arete,Hound Dog Arete > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121883189/square-arete,2.7,-1,Boulder,V6,1,6,36.15988,-115.41696
Sidewinder,Sidewinder Boulder > The Dirty Rail Area > Little Springs Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/115162166/sidewinder,3,-1,Boulder,V4,1,15,36.15515,-115.42864
Toasted,Marble Rye Boulder > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116181714/toasted,2.8,-1,Boulder,V4,1,15,36.16352,-115.4245
It's On,20 Degree Wall > Main Cluster > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111776121/its-on,2.7,-1,Boulder,V4-5,1,9,36.14352,-115.42035
The Redirect,Monkey Bar Boulder > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/117939655/the-redirect,3,-1,Boulder,V12,1,,36.16154,-115.41099
Apple Cider,Alexisizer > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121866629/apple-cider,2.5,-1,Boulder,V2+,1,,36.16016,-115.41213
Kuality Kontrol AKA The Kitty Litter Problem,Kuality Kontrol Boulder > Ash Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/122118859/kuality-kontrol-aka-the-kitty-litter-problem,2,-1,Boulder,V4+,1,14,36.15788,-115.42988
Purple Haze,Ultraviolet > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121799112/purple-haze,2.7,-1,Boulder,V8,1,15,36.14304,-115.42168
Lowball,Big Jugs Adjacent Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111720059/lowball,2.3,-1,Boulder,V3,1,,36.15959,-115.41664
Boba Junkies,Beating Heart Boulders > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/118758179/boba-junkies,3,-1,Boulder,V5-6,1,10,36.14548,-115.42101
32 oz.,Warm-up Boulders Main > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/122054559/32-oz,2,-1,Boulder,V4+,1,12,36.15949,-115.41688
Peter & The Wolf,Peter & The Wolf > Mystery Canyon > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/122619080/peter-the-wolf,3.3,-1,Boulder,V11,1,18,36.15892,-115.50504
W.A.P. (Weird Asian Party),Jimbo Rocks > Lower Canyon Bouldering > * Keyhole Canyon Bouldering > Keyhole Canyon > Southern Nevada > Nevada,https://www.mountainproject.com/route/120132361/wap-weird-asian-party,3,-1,Boulder,V6-7,1,10,35.715,-114.92589
Ultraviolet,Ultraviolet > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111106623/ultraviolet,3,-1,Boulder,V8-9,1,,36.14304,-115.42168
Turtle on a Half Shell,Red Spring (aka Turtle Shell) Boulder > Main Cluster > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/113167615/turtle-on-a-half-shell,2.9,-1,Boulder,V5-,1,15,36.1434,-115.42008
Keelhaul,Main Cave > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/123019768/keelhaul,3,-1,Boulder,V10 PG13,1,25,36.32395,-115.6182
Ruby Heist,Ruby Boulder > Ruby Slipper Area > Ash Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120320070/ruby-heist,3,-1,Boulder,V3+,1,,36.15729,-115.42862
Get Burnt (Right),Get Burnt > (10) Oak Creek Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121850889/get-burnt-right,3,-1,Boulder,V5,1,10,36.10373,-115.48298
Charleston’s Bloody Soil,Bloody Soil Boulder > The Subway > Route 158 > Mount Charleston > Southern Nevada > Nevada,https://www.mountainproject.com/route/122616739/charlestons-bloody-soil,2.5,-1,Boulder,V8-9,1,15,36.32376,-115.61811
Lip Traverse,Get Burnt > (10) Oak Creek Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120206771/lip-traverse,3,-1,Boulder,V5,1,,36.10373,-115.48298
Pony Up,Stampede > Red Rock Wash > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/123466017/pony-up,3.3,-1,Boulder,V5,1,,36.1621,-115.50913
Sub Human Agenda,Sub Human Agenda Boulder > (14) Black Velvet Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/123329280/sub-human-agenda,3,-1,Boulder,V6+,1,25,36.03206,-115.45902
Stampede,Stampede > Red Rock Wash > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/123466060/stampede,3,-1,Boulder,V7,1,,36.1621,-115.50913
Mr. Blue Sky,Mr. Smiley Boulders > Ash Canyon > Ash Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/123534995/mr-blue-sky,3.5,-1,Boulder,V7,1,20,36.1611,-115.43209
Challah,Marble Rye Boulder > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/123320476/challah,3.3,-1,Boulder,V8-9,1,12,36.16352,-115.4245
Tailpipe,Tailpipe Boulder > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/123537671/tailpipe,3,-1,Boulder,V9-10,1,15,36.16942,-115.42246
Divergent Spectrum,Wobble > Mystery Canyon > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120274460/divergent-spectrum,2.4,-1,Boulder,V8-,1,15,36.1592,-115.50365
Kung Fu Grip,Monument Boulders > (13) Mustang Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120335726/kung-fu-grip,2.8,-1,Boulder,V5,1,10,36.04687,-115.45715
The Mole,The Split Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116385877/the-mole,2.7,-1,Boulder,V7,1,14,36.15993,-115.41713
Cocaine Triceps,Sorange Boulder > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120222717/cocaine-triceps,1.9,-1,Boulder,V4-5,1,10,36.16095,-115.42416
Scare Tactics,Bubble Butt Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/111106605/scare-tactics,2.4,-1,Boulder,V9+,1,,36.15985,-115.41568
Scratcher,First Waterfall Bouldering > Lower Canyon Bouldering > * Keyhole Canyon Bouldering > Keyhole Canyon > Southern Nevada > Nevada,https://www.mountainproject.com/route/116168994/scratcher,2.9,-1,Boulder,V7,1,6,35.71465,-114.92518
Pretzel Direct,Pretzel Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116355980/pretzel-direct,2.4,-1,Boulder,V4,1,7,36.15968,-115.41673
Dusty Coffee Right,Burnout Boulder > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/112381487/dusty-coffee-right,2.4,-1,Boulder,V5,1,12,36.15961,-115.41636
Good Times,Good Times Boulder > (04) The Pearl Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121775062/good-times,2.4,-1,Boulder,V5-6,1,,36.15966,-115.41475
Pink Voltage,Hound Dog Arete > (03) Main Area > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/121377194/pink-voltage,2,-1,Boulder,V4-5,1,6,36.15988,-115.41696
Campus Problem,Adjacent to Mr. Morangatang > Mr. Morangatang > Gateway Canyon Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/108595392/campus-problem,1.9,-1,Boulder,V4,1,8,36.1652,-115.41431
Smack Shabwack,Red Spring (aka Turtle Shell) Boulder > Main Cluster > Red Spring Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/118074172/smack-shabwack,2.8,-1,Boulder,V5-6,1,,36.1434,-115.42008
Glory Hole,Monkey Bar Boulder > (05) East Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/107838637/glory-hole,2.4,-1,Boulder,V1,1,18,36.16154,-115.41099
Poison Control,Venom Boulder > (01) West Cluster > Kraft Boulders > (01) Calico Basin Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/116355888/poison-control,2,-1,Boulder,V8-9,1,15,36.1611,-115.4238
Divergent Spectrum Sit,Wobble > Mystery Canyon > (06) Willow Springs Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/120276928/divergent-spectrum-sit,2.2,-1,Boulder,V9,1,15,36.1592,-115.50365
Get Burnt,Get Burnt > (10) Oak Creek Canyon Boulders > Red Rock Boulders > Southern Nevada > Nevada,https://www.mountainproject.com/route/118704469/get-burnt,2.4,-1,Boulder,V7,1,,36.10373,-115.48298
